InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordId,ProductName,RateId,SubscriptionId,PricingPlanId,UsageType,Operation,AvailabilityZone,ReservedInstance,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,BlendedCost,UnBlendedRate,UnBlendedCost,ResourceId,user:Customer,user:Name,user:Project,user:billTag,user:Bill,user:Division,NullRate
Estimated,316674983838,235783269642,LineItem,50272561135943240541308553,AWS CloudTrail,9017537,247712182,762935,CNN1-FreeEventsRecorded,None,,N,0.0 per free event,2016-06-01 00:00:00,2016-06-01 01:00:00,9.00000000,0.0000000000,0.00000000,0.0000000000,0.00000000,,,,,,,,1.62963775495
